p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
1.83E-36,-0.693683045,0.072,0.296,5.51E-32,b_cells,PRSS23
1.86E-36,0.697659171,0.233,0.127,5.61E-32,b_cells,TRAF5
1.97E-36,0.609809705,0.112,0.034,5.96E-32,b_cells,QRSL1
2.14E-36,-0.460726975,0.24,0.504,6.47E-32,b_cells,PDIA3
2.19E-36,0.273539577,0.418,0.481,6.60E-32,b_cells,COX7C
2.35E-36,-0.51228969,0.095,0.309,7.09E-32,b_cells,S100A13
3.54E-36,-0.789246438,0.066,0.288,1.07E-31,b_cells,ATF3
4.13E-36,-0.972932326,0.114,0.343,1.25E-31,b_cells,VCAN
5.68E-36,-0.626104379,0.026,0.214,1.72E-31,b_cells,C2
6.94E-36,0.255044288,0.517,0.558,2.09E-31,b_cells,EEF1D
6.94E-36,0.467410737,0.242,0.216,2.10E-31,b_cells,STAT6
8.43E-36,-0.874590887,0.117,0.334,2.55E-31,b_cells,COL14A1
8.74E-36,0.706867753,0.145,0.032,2.64E-31,b_cells,PLCG2
1.15E-35,-0.542234476,0.064,0.273,3.46E-31,b_cells,PLD3
1.24E-35,-0.499453713,0.031,0.215,3.74E-31,b_cells,CPQ
1.53E-35,-0.654976658,0.112,0.347,4.61E-31,b_cells,LAMA4
1.70E-35,0.282088679,0.618,0.633,5.13E-31,b_cells,EIF1
1.83E-35,-0.560244136,0.464,0.711,5.51E-31,b_cells,HSP90B1
2.92E-35,0.700535198,0.123,0.024,8.82E-31,b_cells,TMEM156
5.11E-35,0.59062063,0.187,0.129,1.54E-30,b_cells,KIAA0430
6.62E-35,-0.449967932,0.169,0.41,2.00E-30,b_cells,HSPA5
6.89E-35,-0.415591729,0.112,0.329,2.08E-30,b_cells,TMEM59
7.10E-35,-0.837431463,0.198,0.435,2.14E-30,b_cells,NR4A1
8.61E-35,-0.646131086,0.149,0.387,2.60E-30,b_cells,SEPP1
9.53E-35,-0.57648732,0.101,0.33,2.88E-30,b_cells,CFI
9.82E-35,-0.710007738,0.257,0.481,2.97E-30,b_cells,BGN
1.10E-34,0.658272724,0.193,0.092,3.33E-30,b_cells,MTSS1
1.16E-34,0.742158401,0.218,0.081,3.50E-30,b_cells,SKAP2
1.51E-34,0.372533993,0.462,0.466,4.55E-30,b_cells,FUS
1.57E-34,-0.462285393,0.147,0.376,4.75E-30,b_cells,NUCB1
1.63E-34,-0.620171712,0.05,0.247,4.91E-30,b_cells,MMP14
1.68E-34,-0.633039719,0.097,0.325,5.07E-30,b_cells,SDC2
1.73E-34,-0.400140146,0.042,0.21,5.21E-30,b_cells,SCARB2
1.88E-34,0.68858102,0.246,0.103,5.69E-30,b_cells,PTPN6
1.90E-34,0.743660914,0.139,0.03,5.73E-30,b_cells,LY9
1.97E-34,0.548399711,0.189,0.146,5.95E-30,b_cells,KIAA1033
1.99E-34,0.73494139,0.268,0.122,6.00E-30,b_cells,PRKCB
2.22E-34,-0.359269946,0.301,0.538,6.69E-30,b_cells,CANX
2.24E-34,-0.548977404,0.059,0.261,6.76E-30,b_cells,PDLIM5
2.52E-34,0.382148464,0.411,0.407,7.61E-30,b_cells,MPHOSPH8
3.39E-34,-0.511073511,0.521,0.754,1.02E-29,b_cells,JUNB
3.78E-34,-0.625832399,0.072,0.285,1.14E-29,b_cells,MEDAG
4.40E-34,-0.467121695,0.086,0.29,1.33E-29,b_cells,ITGAV
4.52E-34,-0.826689396,0.132,0.344,1.37E-29,b_cells,TNFAIP3
4.54E-34,0.396635448,0.308,0.287,1.37E-29,b_cells,ATP5G2
4.71E-34,-0.737589744,0.138,0.371,1.42E-29,b_cells,ITGB8
5.43E-34,-0.312177467,0.224,0.439,1.64E-29,b_cells,POLR2L
6.39E-34,-0.686885035,0.044,0.242,1.93E-29,b_cells,CD248
6.46E-34,-0.562200956,0.048,0.246,1.95E-29,b_cells,FNDC3B
6.98E-34,-0.597653274,0.174,0.417,2.11E-29,b_cells,RGCC
7.92E-34,-0.305089601,0.209,0.428,2.39E-29,b_cells,TUBA1B
8.00E-34,-0.53560437,0.185,0.426,2.42E-29,b_cells,NFKBIZ
8.83E-34,-0.50246215,0.134,0.363,2.67E-29,b_cells,CD151
9.21E-34,-0.600826941,0.066,0.266,2.78E-29,b_cells,TNS1
1.07E-33,-0.532095262,0.026,0.193,3.22E-29,b_cells,FGF10
1.23E-33,-0.442631954,0.523,0.755,3.71E-29,b_cells,HSP90AA1
1.39E-33,-0.656729464,0.13,0.368,4.20E-29,b_cells,COL5A2
1.54E-33,0.353390604,0.754,0.725,4.64E-29,b_cells,PTMA
1.61E-33,0.289758609,0.583,0.598,4.86E-29,b_cells,EEF2
1.78E-33,0.431507122,0.648,0.592,5.38E-29,b_cells,MT-ND1
2.07E-33,-0.484091118,0.163,0.401,6.26E-29,b_cells,RPN2
2.68E-33,-0.592225011,0.108,0.319,8.08E-29,b_cells,FBN1
2.92E-33,0.412184034,0.576,0.532,8.83E-29,b_cells,NAP1L1
3.59E-33,-0.386474238,0.404,0.635,1.08E-28,b_cells,LGALS1
4.26E-33,0.600243653,0.451,0.27,1.29E-28,b_cells,CD69
4.36E-33,0.402132969,0.44,0.402,1.32E-28,b_cells,TOMM7
8.50E-33,-0.616868009,0.165,0.403,2.57E-28,b_cells,GPX3
8.77E-33,0.614229625,0.139,0.053,2.65E-28,b_cells,RABEP2
9.51E-33,-0.419162958,0.116,0.322,2.87E-28,b_cells,CRTAP
1.12E-32,0.298200942,0.558,0.596,3.40E-28,b_cells,LUC7L3
1.15E-32,-0.580123782,0.05,0.243,3.46E-28,b_cells,PDPN
1.34E-32,-0.553018607,0.051,0.244,4.04E-28,b_cells,RAB13
1.40E-32,-0.330021169,0.105,0.299,4.22E-28,b_cells,TCEAL4
1.40E-32,-0.538671831,0.057,0.253,4.24E-28,b_cells,FAM114A1
1.76E-32,0.402339534,0.503,0.464,5.31E-28,b_cells,CYBA
1.92E-32,-1.085533707,0.13,0.326,5.79E-28,b_cells,LYZ
1.95E-32,-0.628930011,0.051,0.244,5.88E-28,b_cells,IFITM1
2.11E-32,0.689121084,0.226,0.103,6.39E-28,b_cells,REL
2.22E-32,-0.502616242,0.739,0.832,6.72E-28,b_cells,FTL
3.25E-32,0.520670374,0.147,0.114,9.82E-28,b_cells,PKIG
4.32E-32,0.475236721,0.446,0.391,1.31E-27,b_cells,TCF4
5.00E-32,-0.500976986,0.046,0.227,1.51E-27,b_cells,FKBP10
5.74E-32,-0.536500122,0.125,0.352,1.73E-27,b_cells,DNAJB1
5.79E-32,0.338604905,0.602,0.583,1.75E-27,b_cells,DDX17
7.10E-32,-0.286001175,0.083,0.247,2.14E-27,b_cells,PDE4DIP
8.85E-32,-0.460493549,0.156,0.376,2.67E-27,b_cells,NPC2
9.49E-32,0.282110207,0.343,0.387,2.87E-27,b_cells,HNRNPD
1.42E-31,-0.623233824,0.04,0.226,4.29E-27,b_cells,TMEM173
1.44E-31,-0.278786637,0.215,0.43,4.35E-27,b_cells,GPX4
2.07E-31,-0.374001645,0.086,0.269,6.25E-27,b_cells,ATP2B4
2.09E-31,0.388896762,0.809,0.75,6.33E-27,b_cells,MT-ATP6
2.21E-31,0.528394901,0.103,0.045,6.66E-27,b_cells,COBLL1
2.40E-31,-0.45989197,0.11,0.318,7.26E-27,b_cells,APOL6
2.44E-31,-0.571432297,0.277,0.508,7.37E-27,b_cells,BTN3A2
2.60E-31,-0.68176153,0.029,0.2,7.85E-27,b_cells,MT1M
3.15E-31,-0.749109706,0.499,0.501,9.53E-27,b_cells,IGHG3
3.32E-31,-0.630704654,0.079,0.282,1.00E-26,b_cells,PHLDA1
3.48E-31,0.399279721,0.343,0.354,1.05E-26,b_cells,SRRM1
3.64E-31,-0.576483319,0.068,0.265,1.10E-26,b_cells,PRRX1
3.75E-31,-0.535422046,0.141,0.362,1.13E-26,b_cells,SNED1
4.13E-31,0.311689109,0.651,0.656,1.25E-26,b_cells,PFDN5
4.16E-31,-0.776641052,0.202,0.413,1.26E-26,b_cells,TNFAIP6
4.16E-31,-0.702733457,0.136,0.356,1.26E-26,b_cells,WISP2
4.42E-31,-0.386172456,0.123,0.315,1.33E-26,b_cells,GLG1
4.93E-31,0.253863533,0.477,0.513,1.49E-26,b_cells,COX4I1
4.96E-31,-0.467643145,0.053,0.229,1.50E-26,b_cells,CTSK
5.08E-31,-0.405672151,0.338,0.568,1.54E-26,b_cells,CD44
5.18E-31,-0.770944713,0.048,0.221,1.56E-26,b_cells,MAFB
6.26E-31,-0.499441413,0.055,0.237,1.89E-26,b_cells,UACA
6.71E-31,-0.635161653,0.026,0.192,2.03E-26,b_cells,EPAS1
7.78E-31,0.609364615,0.149,0.065,2.35E-26,b_cells,FCHSD2
8.10E-31,-0.319494292,0.103,0.283,2.45E-26,b_cells,PTPRS
8.76E-31,-0.523294523,0.02,0.176,2.65E-26,b_cells,TFPI
9.06E-31,-0.360465984,0.09,0.265,2.74E-26,b_cells,LAMB2
9.64E-31,0.315463841,0.543,0.549,2.91E-26,b_cells,RPLP0
1.03E-30,-0.63071912,0.07,0.267,3.12E-26,b_cells,TSHZ2
1.08E-30,-0.493913829,0.022,0.181,3.27E-26,b_cells,DDR2
1.16E-30,-0.332012263,0.101,0.286,3.51E-26,b_cells,KDELR2
1.16E-30,-0.591283739,0.101,0.313,3.52E-26,b_cells,COLEC12
1.17E-30,-0.582954358,0.055,0.24,3.54E-26,b_cells,SLC39A14
1.34E-30,-0.592119345,0.084,0.283,4.04E-26,b_cells,FILIP1L
1.35E-30,-0.594807195,0.029,0.199,4.08E-26,b_cells,CADM3
1.39E-30,0.450208163,0.321,0.257,4.19E-26,b_cells,YWHAZ
1.50E-30,0.616061224,0.128,0.029,4.54E-26,b_cells,FGD2
1.67E-30,0.379536641,0.226,0.223,5.04E-26,b_cells,DNAJC10
1.74E-30,-0.453230125,0.042,0.21,5.26E-26,b_cells,CKAP4
1.92E-30,-0.32011903,0.402,0.622,5.81E-26,b_cells,GAPDH
2.11E-30,0.577643892,0.391,0.26,6.38E-26,b_cells,SMAP2
2.36E-30,0.492948046,0.334,0.263,7.14E-26,b_cells,ARPC3
2.37E-30,-0.356944968,0.156,0.366,7.16E-26,b_cells,PKM
2.38E-30,-0.732500861,0.073,0.275,7.20E-26,b_cells,KCTD12
2.61E-30,-0.384582968,0.206,0.424,7.89E-26,b_cells,SELM
2.78E-30,-0.526720057,0.037,0.21,8.40E-26,b_cells,PLOD2
2.94E-30,-0.264409007,0.062,0.203,8.89E-26,b_cells,FAM127A
3.11E-30,0.2877941,0.51,0.519,9.38E-26,b_cells,ANKRD12
3.26E-30,0.581391976,0.336,0.226,9.84E-26,b_cells,RNASET2
3.37E-30,-0.565674002,0.055,0.237,1.02E-25,b_cells,FYN
3.45E-30,-0.422159815,0.275,0.507,1.04E-25,b_cells,TSPO
3.53E-30,-0.433196693,0.059,0.238,1.07E-25,b_cells,LEPROT
3.63E-30,-0.634943535,0.029,0.197,1.10E-25,b_cells,ADAMTS5
4.21E-30,-0.399872122,0.081,0.264,1.27E-25,b_cells,NOTCH2
4.56E-30,-0.569855631,0.128,0.345,1.38E-25,b_cells,GBP2
5.45E-30,-0.45647553,0.136,0.347,1.65E-25,b_cells,LMO4
5.83E-30,-0.781410041,0.13,0.304,1.76E-25,b_cells,RNASE1
5.84E-30,-0.570065416,0.117,0.33,1.77E-25,b_cells,MYADM
6.90E-30,-0.416327476,0.108,0.306,2.09E-25,b_cells,FKBP2
6.96E-30,-0.503306209,0.077,0.269,2.10E-25,b_cells,PHACTR2
8.35E-30,-1.074866554,0.176,0.301,2.52E-25,b_cells,CCL5
8.63E-30,-0.472575664,0.044,0.212,2.61E-25,b_cells,FAP
9.38E-30,-0.621609238,0.022,0.182,2.83E-25,b_cells,CLEC3B
1.02E-29,-0.473316487,0.077,0.261,3.08E-25,b_cells,FAM46A
1.05E-29,-0.502987556,0.059,0.234,3.17E-25,b_cells,EPB41L3
1.09E-29,0.661868329,0.112,0.021,3.29E-25,b_cells,PLAC8
1.18E-29,-0.333805499,0.196,0.408,3.56E-25,b_cells,OS9
1.26E-29,-0.310745985,0.09,0.265,3.81E-25,b_cells,LPP
1.33E-29,0.383644718,0.783,0.731,4.03E-25,b_cells,MT-ND5
1.36E-29,-0.326124419,0.185,0.391,4.11E-25,b_cells,CAPNS1
1.45E-29,-0.456658849,0.028,0.181,4.39E-25,b_cells,PPAP2B
1.54E-29,-0.362953555,0.18,0.385,4.65E-25,b_cells,STAT1
1.59E-29,-0.46614359,0.05,0.224,4.80E-25,b_cells,ITGB5
1.87E-29,0.316933875,0.334,0.377,5.65E-25,b_cells,SNRNP70
1.94E-29,0.66428938,0.171,0.068,5.86E-25,b_cells,MAP3K1
2.17E-29,-0.622970899,0.022,0.18,6.56E-25,b_cells,TGFBR3
2.67E-29,-0.51828405,0.024,0.182,8.06E-25,b_cells,ADAM9
2.72E-29,0.336454791,0.477,0.456,8.21E-25,b_cells,TPM3
3.34E-29,-0.40109079,0.15,0.359,1.01E-24,b_cells,RAC1
3.56E-29,-0.484768907,0.051,0.229,1.08E-24,b_cells,MAN1A1
3.64E-29,0.5189313,0.105,0.034,1.10E-24,b_cells,TFEB
3.72E-29,-0.556193222,0.064,0.249,1.12E-24,b_cells,SOCS3
4.66E-29,-0.410520652,0.117,0.317,1.41E-24,b_cells,SSR3
5.06E-29,0.500511577,0.305,0.238,1.53E-24,b_cells,TAF1D
5.35E-29,-0.458329682,0.083,0.264,1.62E-24,b_cells,MXRA8
5.97E-29,0.454367302,0.31,0.287,1.80E-24,b_cells,JMJD1C
6.48E-29,-0.435213874,0.363,0.583,1.96E-24,b_cells,NFKBIA
6.51E-29,0.488401881,0.288,0.249,1.97E-24,b_cells,GAS5
7.11E-29,-0.405118206,0.105,0.294,2.15E-24,b_cells,TUBB
7.50E-29,0.552562425,0.183,0.106,2.27E-24,b_cells,RP11-220I1.1
7.92E-29,0.593194173,0.262,0.166,2.39E-24,b_cells,HLA-DOA
8.38E-29,0.250025595,0.299,0.323,2.53E-24,b_cells,BTF3
9.01E-29,0.320481833,0.35,0.367,2.72E-24,b_cells,HNRNPA1
9.45E-29,-1.081348954,0.262,0.418,2.86E-24,b_cells,MMP1
1.46E-28,-0.636407351,0.35,0.572,4.41E-24,b_cells,MGP
1.47E-28,-0.439363087,0.075,0.245,4.44E-24,b_cells,ENG
1.59E-28,-0.520039403,0.051,0.227,4.79E-24,b_cells,ANGPTL2
1.67E-28,-0.457501127,0.04,0.204,5.03E-24,b_cells,EFEMP2
1.68E-28,-0.566859265,0.066,0.251,5.09E-24,b_cells,CTSL
1.69E-28,0.391297855,0.273,0.253,5.12E-24,b_cells,EEF1B2
1.82E-28,-0.530189374,0.077,0.257,5.51E-24,b_cells,IL6ST
1.97E-28,-0.706955634,0.079,0.27,5.95E-24,b_cells,FKBP5
2.09E-28,0.619595913,0.114,0.031,6.32E-24,b_cells,KIAA0226L
2.12E-28,0.602131447,0.123,0.032,6.39E-24,b_cells,TPD52
2.24E-28,-0.56261891,0.068,0.248,6.77E-24,b_cells,COL5A1
2.25E-28,-0.505925004,0.695,0.822,6.79E-24,b_cells,DUSP1
2.33E-28,0.648545907,0.119,0.023,7.03E-24,b_cells,FCRL3
2.33E-28,-0.440435548,0.059,0.232,7.05E-24,b_cells,PPIC
2.41E-28,0.657406851,0.24,0.102,7.29E-24,b_cells,INPP5D
2.67E-28,0.474650871,0.231,0.181,8.06E-24,b_cells,BASP1
3.32E-28,0.475312661,0.338,0.28,1.00E-23,b_cells,MYCBP2
3.50E-28,-0.530608582,0.09,0.289,1.06E-23,b_cells,RCN3
3.53E-28,0.334155325,0.539,0.513,1.07E-23,b_cells,EZR
3.91E-28,-0.455118831,0.075,0.258,1.18E-23,b_cells,ANKH
4.26E-28,0.463556082,0.215,0.2,1.29E-23,b_cells,TRIM38
4.34E-28,-0.38495282,0.105,0.285,1.31E-23,b_cells,TXN
4.45E-28,0.274771916,0.319,0.36,1.35E-23,b_cells,ARID4B
5.45E-28,0.26118549,0.468,0.484,1.65E-23,b_cells,NKTR
5.59E-28,0.271899634,0.673,0.691,1.69E-23,b_cells,HNRNPA2B1
5.61E-28,-0.509769384,0.022,0.171,1.70E-23,b_cells,LHFP
6.61E-28,0.387647282,0.369,0.338,2.00E-23,b_cells,SF1
7.11E-28,0.539753429,0.31,0.223,2.15E-23,b_cells,PARP1
7.36E-28,0.554055195,0.343,0.194,2.22E-23,b_cells,ACAP1
8.06E-28,-0.503108323,0.061,0.237,2.43E-23,b_cells,MAGI2-AS3
8.32E-28,-0.471741105,0.04,0.204,2.51E-23,b_cells,SSC5D
8.41E-28,-0.302874996,0.229,0.429,2.54E-23,b_cells,MYL12B
8.58E-28,0.564386009,0.253,0.163,2.59E-23,b_cells,ZCCHC11
9.27E-28,-0.590071247,0.127,0.328,2.80E-23,b_cells,ERRFI1
9.53E-28,0.49996551,0.338,0.22,2.88E-23,b_cells,KIAA1551
9.88E-28,-0.598938761,0.033,0.192,2.98E-23,b_cells,CYR61
1.02E-27,-0.379652642,0.116,0.297,3.08E-23,b_cells,UGP2
1.24E-27,-0.331683237,0.066,0.229,3.76E-23,b_cells,MGST3
1.42E-27,-0.395800997,0.277,0.487,4.29E-23,b_cells,PPIB
1.46E-27,-0.482423938,0.108,0.308,4.40E-23,b_cells,ASPH
1.50E-27,-0.622435176,0.084,0.276,4.54E-23,b_cells,SERPINF1
1.54E-27,-0.307776912,0.068,0.215,4.66E-23,b_cells,NCOA7
1.62E-27,0.426456492,0.316,0.299,4.90E-23,b_cells,MT-ND4L
1.71E-27,0.441486468,0.253,0.216,5.16E-23,b_cells,HNRNPA3
1.75E-27,-0.510325523,0.028,0.181,5.28E-23,b_cells,FOXC1
2.18E-27,-0.33301799,0.094,0.262,6.59E-23,b_cells,CUX1
2.26E-27,0.62957237,0.189,0.103,6.83E-23,b_cells,LYN
2.52E-27,-0.596743984,0.09,0.28,7.62E-23,b_cells,SOX4
2.53E-27,-0.533409226,0.05,0.219,7.63E-23,b_cells,LTBP1
2.56E-27,-0.303028701,0.103,0.268,7.72E-23,b_cells,SSR1
2.56E-27,-0.28759641,0.132,0.294,7.73E-23,b_cells,PER1
2.93E-27,0.478592132,0.294,0.254,8.87E-23,b_cells,FNBP4
3.23E-27,-0.530886772,0.022,0.172,9.75E-23,b_cells,ZCCHC24
3.30E-27,0.305010851,0.38,0.404,9.96E-23,b_cells,BPTF
3.44E-27,-0.388129144,0.094,0.275,1.04E-22,b_cells,SDF4
3.46E-27,0.371057941,0.297,0.304,1.05E-22,b_cells,TNRC6B
3.71E-27,-0.306957073,0.114,0.286,1.12E-22,b_cells,VAMP5
4.32E-27,-0.419720428,0.095,0.283,1.30E-22,b_cells,NDFIP1
4.37E-27,0.305282462,0.934,0.92,1.32E-22,b_cells,MT-ND4
5.72E-27,-0.788653565,0.101,0.286,1.73E-22,b_cells,PTGDS
6.65E-27,-0.320125999,0.097,0.267,2.01E-22,b_cells,KDELR1
6.76E-27,-0.689877754,0.095,0.272,2.04E-22,b_cells,C3
6.93E-27,-0.445424101,0.031,0.178,2.09E-22,b_cells,WWTR1
7.23E-27,0.494203518,0.283,0.224,2.19E-22,b_cells,YPEL5
7.56E-27,-0.345593668,0.04,0.177,2.28E-22,b_cells,ZFHX3
9.25E-27,-0.721086386,0.068,0.248,2.80E-22,b_cells,SLFN5
9.45E-27,-0.423896159,0.048,0.206,2.85E-22,b_cells,TRPS1
1.32E-26,0.252229257,0.583,0.635,3.99E-22,b_cells,PRRC2C
1.33E-26,-0.270710109,0.661,0.84,4.02E-22,b_cells,MYL6
1.44E-26,-0.429904987,0.018,0.154,4.34E-22,b_cells,CDC42BPA
1.44E-26,-0.527934749,0.077,0.255,4.35E-22,b_cells,FHL1
1.45E-26,0.400019384,0.237,0.228,4.37E-22,b_cells,NSA2
1.50E-26,-0.300109263,0.05,0.194,4.53E-22,b_cells,COMT
1.57E-26,0.445006201,0.176,0.147,4.74E-22,b_cells,IFT57
1.58E-26,-0.450663011,0.055,0.218,4.77E-22,b_cells,FAM134B
1.64E-26,-0.472377198,0.024,0.161,4.95E-22,b_cells,PLXDC1
1.65E-26,-0.250441848,0.994,0.999,4.97E-22,b_cells,B2M
1.76E-26,0.63155941,0.161,0.104,5.32E-22,b_cells,IL4R
1.77E-26,-0.383447513,0.097,0.266,5.35E-22,b_cells,YWHAH
1.86E-26,-0.265232216,0.15,0.32,5.63E-22,b_cells,SEPW1
2.03E-26,-0.515590647,0.037,0.181,6.13E-22,b_cells,COL4A1
2.36E-26,-0.316551674,0.066,0.212,7.14E-22,b_cells,PTPRA
2.37E-26,-0.256436048,0.266,0.456,7.15E-22,b_cells,GUK1
2.40E-26,-0.378276287,0.033,0.172,7.24E-22,b_cells,PCOLCE2
2.48E-26,-0.393780996,0.095,0.278,7.49E-22,b_cells,NFE2L1
2.61E-26,-0.63593537,0.134,0.327,7.88E-22,b_cells,GLUL
3.11E-26,-0.417343204,0.103,0.28,9.40E-22,b_cells,ADIRF
3.20E-26,-0.398727179,0.09,0.269,9.67E-22,b_cells,FGFR1
3.37E-26,0.369232129,0.264,0.286,1.02E-21,b_cells,RBBP6
3.91E-26,-0.293909332,0.161,0.342,1.18E-21,b_cells,SQSTM1
4.18E-26,-0.306406657,0.128,0.304,1.26E-21,b_cells,TMED9
4.27E-26,-0.539285934,0.057,0.221,1.29E-21,b_cells,PPAP2A
4.49E-26,-0.367150567,0.094,0.268,1.36E-21,b_cells,SPAG9
5.22E-26,0.278024533,0.237,0.255,1.58E-21,b_cells,ANAPC16
5.67E-26,-0.323542821,0.051,0.197,1.71E-21,b_cells,PCYOX1
5.78E-26,0.633172193,0.154,0.054,1.75E-21,b_cells,ST6GAL1
6.16E-26,0.334660412,0.308,0.312,1.86E-21,b_cells,THOC2
6.43E-26,-0.5167786,0.042,0.203,1.94E-21,b_cells,TNFRSF1A
6.60E-26,0.687527667,0.306,0.143,1.99E-21,b_cells,RP11-94L15.2
7.53E-26,-0.381022164,0.101,0.283,2.28E-21,b_cells,RHOC
8.68E-26,0.378996836,0.308,0.299,2.62E-21,b_cells,HINT1
9.63E-26,-0.499449911,0.017,0.152,2.91E-21,b_cells,SEMA3A
9.87E-26,-0.357133039,0.165,0.355,2.98E-21,b_cells,TPI1
9.88E-26,0.607127541,0.136,0.047,2.99E-21,b_cells,MPEG1
1.04E-25,-0.309284259,0.143,0.321,3.16E-21,b_cells,ATP6AP2
1.05E-25,-0.423239821,0.029,0.173,3.17E-21,b_cells,EMP2
1.09E-25,0.308216494,0.286,0.298,3.29E-21,b_cells,HNRNPH3
1.19E-25,-0.425982099,0.512,0.708,3.58E-21,b_cells,SAT1
1.29E-25,-0.629962564,0.097,0.27,3.90E-21,b_cells,TGFBI
1.30E-25,-0.91180551,0.073,0.233,3.93E-21,b_cells,IL7R
1.55E-25,-0.476297864,0.024,0.165,4.69E-21,b_cells,AKR1C1
1.61E-25,-0.477511713,0.05,0.213,4.87E-21,b_cells,PSD3
1.67E-25,-0.560447044,0.059,0.231,5.06E-21,b_cells,PDGFRA
1.68E-25,0.615355839,0.202,0.089,5.07E-21,b_cells,IL16
1.79E-25,-0.442192877,0.018,0.154,5.42E-21,b_cells,EPB41L1
1.81E-25,-0.367942412,0.04,0.184,5.46E-21,b_cells,RBFOX2
1.86E-25,-0.761703129,0.083,0.248,5.62E-21,b_cells,CHI3L1
1.90E-25,-0.321713139,0.204,0.393,5.73E-21,b_cells,DNAJA1
1.98E-25,-0.403182649,0.105,0.279,5.99E-21,b_cells,UAP1
2.05E-25,0.333416056,0.29,0.301,6.20E-21,b_cells,PRPF4B
2.19E-25,0.250114876,0.464,0.497,6.62E-21,b_cells,HLA-F
2.51E-25,-0.427427842,0.088,0.267,7.57E-21,b_cells,CAPN2
2.52E-25,-0.297934637,0.127,0.301,7.61E-21,b_cells,MORF4L2
2.54E-25,0.355904431,0.242,0.227,7.67E-21,b_cells,SET
2.58E-25,0.286662325,0.969,0.966,7.78E-21,b_cells,MT-CO3
2.69E-25,-0.474537368,0.009,0.134,8.12E-21,b_cells,RND3
2.75E-25,0.442347833,0.268,0.227,8.30E-21,b_cells,SETX
2.77E-25,-0.90217996,0.648,0.754,8.37E-21,b_cells,MMP3
2.92E-25,-0.683407947,0.053,0.215,8.83E-21,b_cells,IER3
2.96E-25,-0.396909782,0.092,0.259,8.95E-21,b_cells,HSBP1
3.03E-25,-0.337076984,0.099,0.27,9.15E-21,b_cells,SLC39A7
3.19E-25,-0.316364782,0.084,0.244,9.64E-21,b_cells,CYB5R3
3.28E-25,-0.43738259,0.033,0.18,9.92E-21,b_cells,SASH1
3.73E-25,-0.365077768,0.16,0.344,1.13E-20,b_cells,CCDC88A
3.86E-25,-0.390744587,0.154,0.345,1.17E-20,b_cells,FCGRT
4.29E-25,-0.326967198,0.101,0.263,1.30E-20,b_cells,ATOX1
4.30E-25,-0.45348131,0.072,0.242,1.30E-20,b_cells,NDRG1
5.13E-25,-0.37155239,0.075,0.233,1.55E-20,b_cells,MYL9
5.14E-25,-0.596733344,0.039,0.188,1.55E-20,b_cells,CP
5.33E-25,-0.372428156,0.215,0.383,1.61E-20,b_cells,GRN
5.98E-25,-0.436342065,0.057,0.217,1.81E-20,b_cells,ANPEP
6.08E-25,-0.395959676,0.061,0.218,1.84E-20,b_cells,LTBP4
6.35E-25,0.591245823,0.139,0.047,1.92E-20,b_cells,LAT2
6.47E-25,0.360114358,0.268,0.265,1.96E-20,b_cells,RBM6
8.26E-25,0.378389533,0.317,0.289,2.50E-20,b_cells,HIST1H4C
8.93E-25,-0.399841316,0.033,0.172,2.70E-20,b_cells,BMP1
9.10E-25,0.463868055,0.218,0.173,2.75E-20,b_cells,EIF2S3
9.53E-25,-0.390418717,0.039,0.18,2.88E-20,b_cells,GNG12
1.01E-24,-0.32835214,0.046,0.188,3.05E-20,b_cells,CBX6
1.01E-24,0.579894324,0.268,0.153,3.07E-20,b_cells,CNTRL
1.03E-24,-0.572947265,0.167,0.352,3.12E-20,b_cells,DPT
1.08E-24,0.255044666,0.466,0.5,3.28E-20,b_cells,ATRX
1.20E-24,0.495350903,0.103,0.042,3.62E-20,b_cells,ARHGAP24
1.26E-24,-0.631935303,0.228,0.393,3.80E-20,b_cells,CTSZ
1.35E-24,-0.318258257,0.338,0.544,4.08E-20,b_cells,SSR4
1.42E-24,-0.431989512,0.035,0.177,4.28E-20,b_cells,NRP1
1.43E-24,-0.483940001,0.057,0.212,4.33E-20,b_cells,ECM2
1.54E-24,0.416044815,0.202,0.158,4.64E-20,b_cells,USF2
1.58E-24,0.279889355,0.545,0.529,4.76E-20,b_cells,ACTB
1.62E-24,-0.592187264,0.044,0.202,4.90E-20,b_cells,MXRA5
1.65E-24,0.374622283,0.294,0.293,4.99E-20,b_cells,C1ORF63
1.82E-24,0.584677101,0.207,0.102,5.49E-20,b_cells,PDE7A
2.20E-24,-0.401902442,0.024,0.161,6.64E-20,b_cells,RCN1
2.31E-24,-0.32774703,0.141,0.302,6.99E-20,b_cells,TGFBR2
2.85E-24,0.407244106,0.178,0.148,8.60E-20,b_cells,HSPA4
3.07E-24,-0.692744174,0.123,0.307,9.27E-20,b_cells,TYROBP
3.15E-24,-0.372961991,0.072,0.228,9.51E-20,b_cells,PDIA4
3.28E-24,-0.33515559,0.05,0.192,9.92E-20,b_cells,KANK2
3.35E-24,-0.311452428,0.064,0.198,1.01E-19,b_cells,RDX
3.52E-24,-0.262927598,0.046,0.168,1.06E-19,b_cells,THBS3
3.79E-24,-0.595105089,0.051,0.203,1.14E-19,b_cells,ALDH2
4.02E-24,-0.331572593,0.138,0.302,1.21E-19,b_cells,EBF1
